sample_index,file_name,mapped_label,raw_label,repetition,official_split
1817,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_36_18.npy,35,36,18,test
1818,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_36_19.npy,35,36,19,test
1819,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_36_20.npy,35,36,20,test
1820,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_01.npy,36,37,1,train
1821,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_02.npy,36,37,2,train
1822,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_03.npy,36,37,3,train
1823,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_04.npy,36,37,4,train
1824,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_05.npy,36,37,5,train
1825,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_06.npy,36,37,6,train
1826,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_07.npy,36,37,7,train
1827,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_08.npy,36,37,8,train
1828,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_09.npy,36,37,9,train
1829,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_10.npy,36,37,10,train
1830,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_11.npy,36,37,11,train
1831,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_12.npy,36,37,12,train
1832,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_13.npy,36,37,13,validation
1833,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_14.npy,36,37,14,validation
1834,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_15.npy,36,37,15,validation
1835,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_16.npy,36,37,16,validation
1836,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_17.npy,36,37,17,test
1837,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_18.npy,36,37,18,test
1838,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_19.npy,36,37,19,test
1839,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_37_20.npy,36,37,20,test
1840,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_01.npy,37,38,1,train
1841,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_02.npy,37,38,2,train
1842,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_03.npy,37,38,3,train
1843,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_04.npy,37,38,4,train
1844,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_05.npy,37,38,5,train
1845,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_06.npy,37,38,6,train
1846,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_07.npy,37,38,7,train
1847,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_08.npy,37,38,8,train
1848,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_09.npy,37,38,9,train
1849,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_10.npy,37,38,10,train
1850,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_11.npy,37,38,11,train
1851,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_12.npy,37,38,12,train
1852,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_13.npy,37,38,13,validation
1853,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_14.npy,37,38,14,validation
1854,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_15.npy,37,38,15,validation
1855,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_16.npy,37,38,16,validation
1856,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_17.npy,37,38,17,test
1857,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_18.npy,37,38,18,test
1858,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_19.npy,37,38,19,test
1859,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_38_20.npy,37,38,20,test
1860,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_01.npy,38,39,1,train
1861,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_02.npy,38,39,2,train
1862,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_03.npy,38,39,3,train
1863,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_04.npy,38,39,4,train
1864,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_05.npy,38,39,5,train
1865,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_06.npy,38,39,6,train
1866,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_07.npy,38,39,7,train
1867,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_08.npy,38,39,8,train
1868,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_09.npy,38,39,9,train
1869,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_10.npy,38,39,10,train
1870,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_11.npy,38,39,11,train
1871,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_12.npy,38,39,12,train
1872,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_13.npy,38,39,13,validation
1873,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_14.npy,38,39,14,validation
1874,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_15.npy,38,39,15,validation
1875,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_16.npy,38,39,16,validation
1876,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_17.npy,38,39,17,test
1877,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_18.npy,38,39,18,test
1878,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_19.npy,38,39,19,test
1879,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_39_20.npy,38,39,20,test
1880,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_01.npy,39,40,1,train
1881,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_02.npy,39,40,2,train
1882,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_03.npy,39,40,3,train
1883,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_04.npy,39,40,4,train
1884,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_05.npy,39,40,5,train
1885,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_06.npy,39,40,6,train
1886,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_07.npy,39,40,7,train
1887,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_08.npy,39,40,8,train
1888,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_09.npy,39,40,9,train
1889,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_10.npy,39,40,10,train
1890,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_11.npy,39,40,11,train
1891,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_12.npy,39,40,12,train
1892,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_13.npy,39,40,13,validation
1893,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_14.npy,39,40,14,validation
1894,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_15.npy,39,40,15,validation
1895,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_16.npy,39,40,16,validation
1896,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_17.npy,39,40,17,test
1897,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_18.npy,39,40,18,test
1898,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_19.npy,39,40,19,test
1899,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_40_20.npy,39,40,20,test
1900,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_01.npy,40,41,1,train
1901,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_02.npy,40,41,2,train
1902,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_03.npy,40,41,3,train
1903,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_04.npy,40,41,4,train
1904,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_05.npy,40,41,5,train
1905,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_06.npy,40,41,6,train
1906,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_07.npy,40,41,7,train
1907,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_08.npy,40,41,8,train
1908,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_09.npy,40,41,9,train
1909,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_10.npy,40,41,10,train
1910,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_11.npy,40,41,11,train
1911,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_12.npy,40,41,12,train
1912,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_13.npy,40,41,13,validation
1913,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_14.npy,40,41,14,validation
1914,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_15.npy,40,41,15,validation
1915,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_16.npy,40,41,16,validation
1916,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_17.npy,40,41,17,test
1917,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_18.npy,40,41,18,test
1918,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_19.npy,40,41,19,test
1919,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_41_20.npy,40,41,20,test
1920,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_01.npy,41,42,1,train
1921,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_02.npy,41,42,2,train
1922,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_03.npy,41,42,3,train
1923,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_04.npy,41,42,4,train
1924,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_05.npy,41,42,5,train
1925,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_06.npy,41,42,6,train
1926,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_07.npy,41,42,7,train
1927,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_08.npy,41,42,8,train
1928,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_09.npy,41,42,9,train
1929,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_10.npy,41,42,10,train
1930,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_11.npy,41,42,11,train
1931,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_12.npy,41,42,12,train
1932,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_13.npy,41,42,13,validation
1933,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_14.npy,41,42,14,validation
1934,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_15.npy,41,42,15,validation
1935,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_16.npy,41,42,16,validation
1936,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_17.npy,41,42,17,test
1937,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_18.npy,41,42,18,test
1938,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_19.npy,41,42,19,test
1939,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_42_20.npy,41,42,20,test
1940,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_01.npy,42,43,1,train
1941,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_02.npy,42,43,2,train
1942,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_03.npy,42,43,3,train
1943,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_04.npy,42,43,4,train
1944,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_05.npy,42,43,5,train
1945,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_06.npy,42,43,6,train
1946,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_07.npy,42,43,7,train
1947,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_08.npy,42,43,8,train
1948,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_09.npy,42,43,9,train
1949,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_10.npy,42,43,10,train
1950,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_11.npy,42,43,11,train
1951,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_12.npy,42,43,12,train
1952,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_13.npy,42,43,13,validation
1953,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_14.npy,42,43,14,validation
1954,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_15.npy,42,43,15,validation
1955,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_16.npy,42,43,16,validation
1956,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_17.npy,42,43,17,test
1957,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_18.npy,42,43,18,test
1958,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_19.npy,42,43,19,test
1959,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_43_20.npy,42,43,20,test
1960,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_01.npy,43,44,1,train
1961,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_02.npy,43,44,2,train
1962,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_03.npy,43,44,3,train
1963,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_04.npy,43,44,4,train
1964,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_05.npy,43,44,5,train
1965,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_06.npy,43,44,6,train
1966,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_07.npy,43,44,7,train
1967,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_08.npy,43,44,8,train
1968,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_09.npy,43,44,9,train
1969,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_10.npy,43,44,10,train
1970,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_11.npy,43,44,11,train
1971,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_12.npy,43,44,12,train
1972,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_13.npy,43,44,13,validation
1973,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_14.npy,43,44,14,validation
1974,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_15.npy,43,44,15,validation
1975,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_16.npy,43,44,16,validation
1976,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_17.npy,43,44,17,test
1977,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_18.npy,43,44,18,test
1978,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_19.npy,43,44,19,test
1979,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_44_20.npy,43,44,20,test
1980,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_01.npy,44,45,1,train
1981,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_02.npy,44,45,2,train
1982,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_03.npy,44,45,3,train
1983,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_04.npy,44,45,4,train
1984,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_05.npy,44,45,5,train
1985,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_06.npy,44,45,6,train
1986,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_07.npy,44,45,7,train
1987,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_08.npy,44,45,8,train
1988,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_09.npy,44,45,9,train
1989,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_10.npy,44,45,10,train
1990,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_11.npy,44,45,11,train
1991,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_12.npy,44,45,12,train
1992,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_13.npy,44,45,13,validation
1993,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_14.npy,44,45,14,validation
1994,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_15.npy,44,45,15,validation
1995,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_16.npy,44,45,16,validation
1996,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_17.npy,44,45,17,test
1997,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_18.npy,44,45,18,test
1998,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_19.npy,44,45,19,test
1999,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_45_20.npy,44,45,20,test
2000,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_01.npy,45,46,1,train
2001,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_02.npy,45,46,2,train
2002,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_03.npy,45,46,3,train
2003,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_04.npy,45,46,4,train
2004,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_05.npy,45,46,5,train
2005,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_06.npy,45,46,6,train
2006,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_07.npy,45,46,7,train
2007,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_08.npy,45,46,8,train
2008,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_09.npy,45,46,9,train
2009,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_10.npy,45,46,10,train
2010,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_11.npy,45,46,11,train
2011,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_12.npy,45,46,12,train
2012,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_13.npy,45,46,13,validation
2013,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_14.npy,45,46,14,validation
2014,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_15.npy,45,46,15,validation
2015,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_16.npy,45,46,16,validation
2016,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_17.npy,45,46,17,test
2017,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_18.npy,45,46,18,test
2018,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_19.npy,45,46,19,test
2019,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_46_20.npy,45,46,20,test
2020,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_01.npy,46,47,1,train
2021,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_02.npy,46,47,2,train
2022,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_03.npy,46,47,3,train
2023,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_04.npy,46,47,4,train
2024,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_05.npy,46,47,5,train
2025,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_06.npy,46,47,6,train
2026,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_07.npy,46,47,7,train
2027,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_08.npy,46,47,8,train
2028,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_09.npy,46,47,9,train
2029,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_10.npy,46,47,10,train
2030,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_11.npy,46,47,11,train
2031,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_12.npy,46,47,12,train
2032,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_13.npy,46,47,13,validation
2033,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_14.npy,46,47,14,validation
2034,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_15.npy,46,47,15,validation
2035,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_16.npy,46,47,16,validation
2036,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_17.npy,46,47,17,test
2037,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_18.npy,46,47,18,test
2038,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_19.npy,46,47,19,test
2039,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_47_20.npy,46,47,20,test
2040,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_01.npy,47,48,1,train
2041,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_02.npy,47,48,2,train
2042,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_03.npy,47,48,3,train
2043,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_04.npy,47,48,4,train
2044,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_05.npy,47,48,5,train
2045,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_06.npy,47,48,6,train
2046,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_07.npy,47,48,7,train
2047,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_08.npy,47,48,8,train
2048,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_09.npy,47,48,9,train
2049,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_10.npy,47,48,10,train
2050,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_11.npy,47,48,11,train
2051,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_12.npy,47,48,12,train
2052,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_13.npy,47,48,13,validation
2053,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_14.npy,47,48,14,validation
2054,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_15.npy,47,48,15,validation
2055,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_16.npy,47,48,16,validation
2056,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_17.npy,47,48,17,test
2057,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_18.npy,47,48,18,test
2058,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_19.npy,47,48,19,test
2059,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_48_20.npy,47,48,20,test
2060,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_01.npy,48,49,1,train
2061,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_02.npy,48,49,2,train
2062,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_03.npy,48,49,3,train
2063,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_04.npy,48,49,4,train
2064,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_05.npy,48,49,5,train
2065,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_06.npy,48,49,6,train
2066,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_07.npy,48,49,7,train
2067,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_08.npy,48,49,8,train
2068,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_09.npy,48,49,9,train
2069,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_10.npy,48,49,10,train
2070,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_11.npy,48,49,11,train
2071,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_12.npy,48,49,12,train
2072,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_13.npy,48,49,13,validation
2073,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_14.npy,48,49,14,validation
2074,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_15.npy,48,49,15,validation
2075,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_16.npy,48,49,16,validation
2076,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_17.npy,48,49,17,test
2077,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_18.npy,48,49,18,test
2078,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_19.npy,48,49,19,test
2079,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_49_20.npy,48,49,20,test
2080,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_01.npy,49,50,1,train
2081,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_02.npy,49,50,2,train
2082,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_03.npy,49,50,3,train
2083,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_04.npy,49,50,4,train
2084,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_05.npy,49,50,5,train
2085,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_06.npy,49,50,6,train
2086,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_07.npy,49,50,7,train
2087,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_08.npy,49,50,8,train
2088,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_09.npy,49,50,9,train
2089,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_10.npy,49,50,10,train
2090,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_11.npy,49,50,11,train
2091,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_12.npy,49,50,12,train
2092,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_13.npy,49,50,13,validation
2093,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_14.npy,49,50,14,validation
2094,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/02_50_15.npy,49,50,15,validation
